EID	massfeature_rows	str_row_ion	compounds	compound_names
E675	row6538;row6564;row7140	row6538_M+H[1+];row6564_M(C13)+H[1+];row7140_M+Na[1+]	C18045;C14497;C18075;C05294;C05139	$6beta-Hydroxytestosterone; 6beta,17beta-Dihydroxyandrost-4-en-3-one$$19-Hydroxytestosterone; 17beta,19-Dihydroxyandrost-4-en-3-one$16alpha-Hydroxydehydroepiandrosterone; 5-Androstene-3beta,16alpha-diol-17-one
E676	row2520;row4279	row2520_M+H[1+];row4279_M+HCOONa[1+]	CE5538;C05653	noradrenochrome$N-Formylanthranilate
E678	row2488;row2522	row2488_M+H[1+];row2522_M(C13)+H[1+]	C05838;C00811;C02763;C00166	cis-2-Hydroxycinnamate; 2-Coumarinate$4-Coumarate; p-Coumaric acid; trans-4-Hydroxycinnamate; trans-p-Hydroxycinnamate; 4-Hydroxycinnamic acid; 4-Hydroxycinnamate$enol-Phenylpyruvate$Phenylpyruvate
E679	row2487	row2487_M+H[1+]	C05838;C00811;C02763;C00166	cis-2-Hydroxycinnamate; 2-Coumarinate$4-Coumarate; p-Coumaric acid; trans-4-Hydroxycinnamate; trans-p-Hydroxycinnamate; 4-Hydroxycinnamic acid; 4-Hydroxycinnamate$enol-Phenylpyruvate$Phenylpyruvate
E680	row2484	row2484_M+H[1+]	C05838;C00811;C02763;C00166	cis-2-Hydroxycinnamate; 2-Coumarinate$4-Coumarate; p-Coumaric acid; trans-4-Hydroxycinnamate; trans-p-Hydroxycinnamate; 4-Hydroxycinnamic acid; 4-Hydroxycinnamate$enol-Phenylpyruvate$Phenylpyruvate
E681	row2485;row2519	row2485_M+H[1+];row2519_M(C13)+H[1+]	C05838;C00811;C02763;C00166	cis-2-Hydroxycinnamate; 2-Coumarinate$4-Coumarate; p-Coumaric acid; trans-4-Hydroxycinnamate; trans-p-Hydroxycinnamate; 4-Hydroxycinnamic acid; 4-Hydroxycinnamate$enol-Phenylpyruvate$Phenylpyruvate
E682	row3072	row3072_M+Na[1+]	C01019	6-Deoxy-L-galactose; L-Fucose
E683	row2492	row2492_M+H[1+]	C01019	6-Deoxy-L-galactose; L-Fucose
E684	row2490	row2490_M+H[1+]	C01019	6-Deoxy-L-galactose; L-Fucose
E685	row2491	row2491_M+H[1+]	C01019	6-Deoxy-L-galactose; L-Fucose
E686	row2492;row2525;row2555;row3098	row2492_M[1+];row2525_M+H[1+];row2555_M(C13)+H[1+];row3098_M+Na[1+]	C00079;CE2172	L-Phenylalanine$
E687	row2527	row2527_M+H[1+]	C00079;CE2172	L-Phenylalanine$
E688	row3101	row3101_M+Na[1+]	peracd	Perillic acid
E690	row2528;row4283	row2528_M+H[1+];row4283_M+HCOONa[1+]	peracd	Perillic acid
E695	row2499;row6590	row2499_M+H+Na[2+];row6590_M+H[1+]	C03242	(8Z,11Z,14Z)-Icosatrienoic acid; Dihomo-gamma-linolenic acid; (Z,Z,Z)-8,11,14-Eicosatrienoic acid; (Z,Z,Z)-8,11,14-Icosatrienoic acid; (Z,Z,Z)-8,11,14-Eicosatrienoate; (Z,Z,Z)-8,11,14-Icosatrienoate; 8,11,14-Eicosatrienoate; 8,11,14-Icosatrienoate
E696	row7206	row7206_M+Na[1+]	C03242	(8Z,11Z,14Z)-Icosatrienoic acid; Dihomo-gamma-linolenic acid; (Z,Z,Z)-8,11,14-Eicosatrienoic acid; (Z,Z,Z)-8,11,14-Icosatrienoic acid; (Z,Z,Z)-8,11,14-Eicosatrienoate; (Z,Z,Z)-8,11,14-Icosatrienoate; 8,11,14-Eicosatrienoate; 8,11,14-Icosatrienoate
E697	row2500;row2501;row6589;row6609;row7202;row7203	row2500_M+H+Na[2+];row2501_M+H+Na[2+];row6589_M+H[1+];row6609_M(C13)+H[1+];row7202_M+Na[1+];row7203_M+Na[1+]	C03242	(8Z,11Z,14Z)-Icosatrienoic acid; Dihomo-gamma-linolenic acid; (Z,Z,Z)-8,11,14-Eicosatrienoic acid; (Z,Z,Z)-8,11,14-Icosatrienoic acid; (Z,Z,Z)-8,11,14-Eicosatrienoate; (Z,Z,Z)-8,11,14-Icosatrienoate; 8,11,14-Eicosatrienoate; 8,11,14-Icosatrienoate
E706	row7206	row7206_M+H[1+]	C06429	(4Z,7Z,10Z,13Z,16Z,19Z)-Docosahexaenoic acid; 4,7,10,13,16,19-Docosahexaenoic acid; Docosahexaenoic acid
E707	row2500;row7203;row7230;row7770	row2500_M+2H[2+];row7203_M+H[1+];row7230_M(C13)+H[1+];row7770_M+Na[1+]	C06429	(4Z,7Z,10Z,13Z,16Z,19Z)-Docosahexaenoic acid; 4,7,10,13,16,19-Docosahexaenoic acid; Docosahexaenoic acid
E709	row2536	row2536_M+H[1+]	3spyr	3-Sulfopyruvate
E710	row2537;row2538;row2539;row2540	row2537_M+H[1+];row2538_M+H[1+];row2539_M+H[1+];row2540_M+H[1+]	3spyr	3-Sulfopyruvate
E712	row7785	row7785_M+Na[1+]	C00575	cAMP
E716	row2552;row3124	row2552_M+H[1+];row3124_M+Na[1+]	C16353;C05411	$
E717	row2558	row2558_M+H[1+]	C11924	Perillic acid
E718	row2528;row2559	row2528_M[1+];row2559_M+H[1+]	C11924	Perillic acid
E719	row2557	row2557_M+H[1+]	C11924	Perillic acid
E721	row6656	row6656_M+H[1+]	CE1787	1-deoxy-1-(N6-lysino)-D-fructose
E722	row6654	row6654_M+H[1+]	CE1787	1-deoxy-1-(N6-lysino)-D-fructose
E724	row7277	row7277_M+Na[1+]	CE1787	1-deoxy-1-(N6-lysino)-D-fructose
E725	row7276	row7276_M+Na[1+]	CE1787	1-deoxy-1-(N6-lysino)-D-fructose
E732	row3127	row3127_M+Na[1+]	C05581	3-Methoxy-4-hydroxyphenylacetaldehyde
E733	row2554;row2581	row2554_M+H[1+];row2581_M(C13)+H[1+]	C05581	3-Methoxy-4-hydroxyphenylacetaldehyde
E734	row2558;row7315	row2558_M+H+Na[2+];row7315_M+Na[1+]	CE5528	
E737	row7316	row7316_M+Na[1+]	CE5528	
E738	row6695;row6720	row6695_M+H[1+];row6720_M(C13)+H[1+]	CE5528	
E743	row2593	row2593_M+H[1+]	C05528	3-Sulfopyruvate; 3-Sulfopyruvic acid
E744	row2566;row2571;row3176;row3177;row3178;row3179;row3180;row3181	row2566_M[1+];row2571_M[1+];row3176_M+Na[1+];row3177_M+Na[1+];row3178_M+Na[1+];row3179_M+Na[1+];row3180_M+Na[1+];row3181_M+Na[1+]	C05528	3-Sulfopyruvate; 3-Sulfopyruvic acid
E745	row2581	row2581_M+Na[1+]	C01035	4-Guanidinobutanoate
E746	row2606	row2606_M+H[1+]	C00534	Pyridoxamine
E747	row2582;row2608	row2582_M[1+];row2608_M+H[1+]	C00534	Pyridoxamine
E748	row7330;row7353	row7330_M[1+];row7353_M+H[1+]	CE2102	lipoyllysine
E750	row2598;row2599;row3187;row3189	row2598_M+H[1+];row2599_M+H[1+];row3187_M+Na[1+];row3189_M+Na[1+]	C00366	Urate
E751	row3188	row3188_M+Na[1+]	C00366	Urate
E754	row7907	row7907_M+Na[1+]	C01031	S-Formylglutathione
E755	row2631	row2631_M+H[1+]	C01152	N(pi)-Methyl-L-histidine; 1-Methylhistidine; N-pros-Methyl-L-histidine
E759	row7382;row7414;row7443	row7382_M[1+];row7414_M+H[1+];row7443_M(C13)+H[1+]	CE6185	omega-carboxy-trinor-leukotriene B4
E760	row7413	row7413_M+H[1+]	CE6185	omega-carboxy-trinor-leukotriene B4
E761	row7412;row7445	row7412_M+H[1+];row7445_M(C13)+H[1+]	CE6185	omega-carboxy-trinor-leukotriene B4
E762	row7411;row7446	row7411_M+H[1+];row7446_M(C13)+H[1+]	CE6185	omega-carboxy-trinor-leukotriene B4
E764	row7426	row7426_M+H[1+]	C05356;C00959;C04685;C04686;C05966;C05965;C14813;C02165;C04849;C14781	5-Hydroperoxy-6-trans-8,11,14-cis-eicosatetraenoate$Prostaglandin B1$(13E)-(15S)-15-Hydroxy-9-oxoprosta-10,13-dienoate; Prostaglandin A1; PGA1$(13E)-(15S)-15-Hydroxy-9-oxoprosta-11,13-dienoate; Prostaglandin C1$15(S)-HPETE; (5Z,8Z,11Z,13E)-(15S)-15-Hydroperoxyicosa-5,8,11,13-tetraenoic acid; 15-Hydroperoxyeicosatetraenoate; 15-Hydroperoxyicosatetraenoate; 15-Hydroperoxyeicosatetraenoic acid; 15-Hydroperoxyicosatetraenoic acid; (5Z,8Z,11Z,13E)-(15S)-15-Hydroperoxyicosa-5,8,11,13-tetraenoate$12(S)-HPETE; (5Z,8Z,10E,14Z)-(12S)-12-Hydroperoxyicosa-5,8,10,14-tetraenoic acid; (5Z,8Z,10E,14Z)-(12S)-12-Hydroperoxyicosa-5,8,10,14-tetraenoate; 12-Hydroperoxyeicosatetraenoate; 12-Hydroperoxyicosatetraenoate; 12-Hydroperoxyeicosatetraenoic acid; 12-Hydroperoxyicosatetraenoic acid$11H-14,15-EETA; 11-Hydroxy-14,15-EETA; 11-Hydroxy-14,15-epoxyeicosatrienoic acid; (5Z,8Z,12E)-14,15-Epoxy-11-hydroxyeicosa-5,8,12-trienoic acid; (5Z,8Z,12E)-14,15-Epoxy-11-hydroxyicosa-5,8,12-trienoic acid$Leukotriene B4$(5Z,9E,14Z)-(8xi,11R,12S)-11,12-Epoxy-8-hydroxyicosa-5,9,14-trienoic acid; (5Z,9E,14Z)-(8xi,11R,12S)-11,12-Epoxy-8-hydroxyicosa-5,9,14-trienoate; Hepoxilin A3$15H-11,12-EETA; 15-Hydroxy-11,12-epoxyeicosatrienoic acid; (5Z,8Z,13E)-(15S)-11,12-Epoxy-15-hydroxyeicosa-5,8,13-trienoic acid; (5Z,8Z,13E)-(15S)-11,12-Epoxy-15-hydroxyicosa-5,8,13-trienoic acid
E765	row2610;row7425	row2610_M+2H[2+];row7425_M+H[1+]	C05356;C00959;C04685;C04686;C05966;C05965;C14813;C02165;C04849;C14781	5-Hydroperoxy-6-trans-8,11,14-cis-eicosatetraenoate$Prostaglandin B1$(13E)-(15S)-15-Hydroxy-9-oxoprosta-10,13-dienoate; Prostaglandin A1; PGA1$(13E)-(15S)-15-Hydroxy-9-oxoprosta-11,13-dienoate; Prostaglandin C1$15(S)-HPETE; (5Z,8Z,11Z,13E)-(15S)-15-Hydroperoxyicosa-5,8,11,13-tetraenoic acid; 15-Hydroperoxyeicosatetraenoate; 15-Hydroperoxyicosatetraenoate; 15-Hydroperoxyeicosatetraenoic acid; 15-Hydroperoxyicosatetraenoic acid; (5Z,8Z,11Z,13E)-(15S)-15-Hydroperoxyicosa-5,8,11,13-tetraenoate$12(S)-HPETE; (5Z,8Z,10E,14Z)-(12S)-12-Hydroperoxyicosa-5,8,10,14-tetraenoic acid; (5Z,8Z,10E,14Z)-(12S)-12-Hydroperoxyicosa-5,8,10,14-tetraenoate; 12-Hydroperoxyeicosatetraenoate; 12-Hydroperoxyicosatetraenoate; 12-Hydroperoxyeicosatetraenoic acid; 12-Hydroperoxyicosatetraenoic acid$11H-14,15-EETA; 11-Hydroxy-14,15-EETA; 11-Hydroxy-14,15-epoxyeicosatrienoic acid; (5Z,8Z,12E)-14,15-Epoxy-11-hydroxyeicosa-5,8,12-trienoic acid; (5Z,8Z,12E)-14,15-Epoxy-11-hydroxyicosa-5,8,12-trienoic acid$Leukotriene B4$(5Z,9E,14Z)-(8xi,11R,12S)-11,12-Epoxy-8-hydroxyicosa-5,9,14-trienoic acid; (5Z,9E,14Z)-(8xi,11R,12S)-11,12-Epoxy-8-hydroxyicosa-5,9,14-trienoate; Hepoxilin A3$15H-11,12-EETA; 15-Hydroxy-11,12-epoxyeicosatrienoic acid; (5Z,8Z,13E)-(15S)-11,12-Epoxy-15-hydroxyeicosa-5,8,13-trienoic acid; (5Z,8Z,13E)-(15S)-11,12-Epoxy-15-hydroxyicosa-5,8,13-trienoic acid
E769	row2623	row2623_M+H[1+]	C00506	L-Cysteate
E772	row3196	row3196_M+Na[1+]	CE3087	beta-carboline
E773	row3195	row3195_M+Na[1+]	CE3087	beta-carboline
E776	row7501	row7501_M+Na[1+]	C04042;C01953;C03681	20alpha-Hydroxy-4-pregnen-3-one; 20alpha-Hydroxypregn-4-en-3-one; 20alpha-Hydroxyprogesterone$Pregnenolone; 5-Pregnen-3beta-ol-20-one; 3beta-Hydroxypregn-5-en-20-one$5alpha-Pregnane-3,20-dione
E777	row6887;row6919	row6887_M+H[1+];row6919_M(C13)+H[1+]	C04042;C01953;C03681	20alpha-Hydroxy-4-pregnen-3-one; 20alpha-Hydroxypregn-4-en-3-one; 20alpha-Hydroxyprogesterone$Pregnenolone; 5-Pregnen-3beta-ol-20-one; 3beta-Hydroxypregn-5-en-20-one$5alpha-Pregnane-3,20-dione
E778	row6886;row6918	row6886_M+H[1+];row6918_M(C13)+H[1+]	C04042;C01953;C03681	20alpha-Hydroxy-4-pregnen-3-one; 20alpha-Hydroxypregn-4-en-3-one; 20alpha-Hydroxyprogesterone$Pregnenolone; 5-Pregnen-3beta-ol-20-one; 3beta-Hydroxypregn-5-en-20-one$5alpha-Pregnane-3,20-dione
E780	row7515	row7515_M+H[1+]	C04751	5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate
E793	row7691;row7693;row7712;row7714;row8196	row7691_M+H[1+];row7693_M+H[1+];row7712_M(C13)+H[1+];row7714_M(C13)+H[1+];row8196_M+Na[1+]	C05488;C05497;C05477;C02140	11-Deoxycortisol; Cortodoxone$21-Deoxycortisol; 4-Pregnene-11beta,17alpha-diol-3,20-dione; 11beta,17alpha-Dihydroxyprogesterone$21-Hydroxy-5beta-pregnane-3,11,20-trione$Corticosterone; 11beta,21-Dihydroxy-4-pregnene-3,20-dione; Kendall's compound B; Reichstein's substance H
E795	row7695	row7695_M+H[1+]	C05488;C05497;C05477;C02140	11-Deoxycortisol; Cortodoxone$21-Deoxycortisol; 4-Pregnene-11beta,17alpha-diol-3,20-dione; 11beta,17alpha-Dihydroxyprogesterone$21-Hydroxy-5beta-pregnane-3,11,20-trione$Corticosterone; 11beta,21-Dihydroxy-4-pregnene-3,20-dione; Kendall's compound B; Reichstein's substance H
E796	row7666;row8197	row7666_M[1+];row8197_M+Na[1+]	C05488;C05497;C05477;C02140	11-Deoxycortisol; Cortodoxone$21-Deoxycortisol; 4-Pregnene-11beta,17alpha-diol-3,20-dione; 11beta,17alpha-Dihydroxyprogesterone$21-Hydroxy-5beta-pregnane-3,11,20-trione$Corticosterone; 11beta,21-Dihydroxy-4-pregnene-3,20-dione; Kendall's compound B; Reichstein's substance H
E800	row2746;row2781;row2816;row3364	row2746_M[1+];row2781_M+H[1+];row2816_M(C13)+H[1+];row3364_M+Na[1+]	C00954;C05634	Indole-3-acetate$5-Hydroxyindoleacetaldehyde
E801	row2748	row2748_M+H[1+]	C02693	Indole-3-acetamide
E804	row7718;row7734	row7718_M+H[1+];row7734_M(C13)+H[1+]	C11695	Anandamide; Arachidonylethanolamide; N-(5Z,8Z,11Z,14Z-icosatetraenoyl)-ethanolamide
E806	row2758	row2758_M+H[1+]	C05545	Histone N6,N6-dimethyl-L-lysine
E807	row3342	row3342_M+Na[1+]	C05545	Histone N6,N6-dimethyl-L-lysine
E811	row7758	row7758_M+H[1+]	C02538	Estrone 3-sulfate
E812	row2785;row3366	row2785_M+H[1+];row3366_M+Na[1+]	C00327	L-Citrulline; 2-Amino-5-ureidovaleric acid; Citrulline
E813	row8307	row8307_M+Na[1+]	C05476	Tetrahydrocorticosterone
E815	row8306	row8306_M+Na[1+]	C05476	Tetrahydrocorticosterone
E817	row7774	row7774_M+H[1+]	C05476	Tetrahydrocorticosterone
E820	row7791	row7791_M+H[1+]	CE6248;CE6247;CE2569;CE2568;CE5662	20-OH-hepoxilin A3$5,12,20-TriHETE$15-epi-lipoxin B4$15-epi-lipoxin A4$13,14-dihydro-15-oxo-lipoxin A4
E824	row2813;row3387;row4574	row2813_M+H[1+];row3387_M+Na[1+];row4574_M+HCOONa[1+]	C00499	Allantoate; Allantoic acid
E825	row8353	row8353_M+Na[1+]	CE5929;CE5931;C08012;CE5924;CE6234;CE5828;CE4989	$$Levomethadyl acetate; LAAM$$prostaglandin H1$$20-OH-10,11-dihydro-leukotriene B4
E828	row2821;row7838;row7855;row8352;row8354	row2821_M+2H[2+];row7838_M+H[1+];row7855_M(C13)+H[1+];row8352_M+Na[1+];row8354_M+Na[1+]	CE5929;CE5931;CE5924;CE6234;CE5828;CE4989	$$$prostaglandin H1$$20-OH-10,11-dihydro-leukotriene B4
E830	row2821;row7816;row7838;row7855;row8352;row8354	row2821_M+2H[2+];row7816_M[1+];row7838_M+H[1+];row7855_M(C13)+H[1+];row8352_M+Na[1+];row8354_M+Na[1+]	C08012	Levomethadyl acetate; LAAM
E833	row2855;row3411	row2855_M(C13)+H[1+];row3411_M+Na[1+]	CE1918;CE5629	5-hydroxytryptophol$1,2-dehydrosalsolinol
E834	row2835;row2856	row2835_M+H[1+];row2856_M(C13)+H[1+]	CE1918;CE5629	5-hydroxytryptophol$1,2-dehydrosalsolinol
E835	row2849	row2849_M+H[1+]	C01419	Cys-Gly
E840	row7888	row7888_M+Na[1+]	CE5928;CE5925;C05953;C05957;C05954;C05955;CE5535;CE5537	$$Prostaglandin A2; PGA2; Medullin$Prostaglandin J2; PGJ2$Prostaglandin B2; PGB2$Prostaglandin C2; PGC2$$
E841	row7365	row7365_M+H[1+]	CE5928;CE5925;C05953;C05957;C05954;C05955;CE5535;CE5537	$$Prostaglandin A2; PGA2; Medullin$Prostaglandin J2; PGJ2$Prostaglandin B2; PGB2$Prostaglandin C2; PGC2$$
E843	row7892	row7892_M+Na[1+]	CE5072	21-hydroxyallopregnanolone
E844	row7367	row7367_M+H[1+]	CE5072	21-hydroxyallopregnanolone
E846	row2866;row7365;row7425;row7916;row9050	row2866_M+H+Na[2+];row7365_M[1+];row7425_M(C13)+H[1+];row7916_M+Na[1+];row9050_M+HCOONa[1+]	CE2446;CE6240;CE6251;CE2445;CE7172;CE5179;CE5815;CE5343;CE7096;CE5944	6E-12-epi-LTB4$9-deoxy-delta12-PGD2$12,20-DiHETE$6-trans-leukotriene B4$14,15-DiHETE$6,7-dihydro-5-oxo-leukotriene B4$20-hydroxy-5S-HETE$6,7-dihydro-5-oxo-12-epi-LTB4$5,15-DiHETE$10,11-dihydro-12-oxo-LTB4
E847	row7917	row7917_M+H[1+]	C16546	N-Desmethyltamoxifen
E850	row7404	row7404_M+H[1+]	C01185	Nicotinate D-ribonucleotide
E851	row7403	row7403_M+H[1+]	C01185	Nicotinate D-ribonucleotide
E852	row2878;row2880	row2878_M+H[1+];row2880_M+H[1+]	CE5536;C01586	adrenochrome$Hippurate; Hippuric acid; N-Benzoylglycine; Benzoylaminoacetic acid
E853	row2881	row2881_M+H[1+]	C09642	(-)-Salsolinol; 6,7-Isoquinolinediol, 1,2,3,4-tetrahydro-1-methyl-, (S)-; Salsolinol
E855	row3480	row3480_M+Na[1+]	C05350;C01197;C01179	2-Hydroxy-3-(4-hydroxyphenyl)propenoate; 4-Hydroxy-enol-phenylpyruvate$Caffeate; Caffeic acid; 3,4-Dihydroxy-trans-cinnamate; trans-Caffeate$3-(4-Hydroxyphenyl)pyruvate
E856	row2894;row2928	row2894_M+H[1+];row2928_M(C13)+H[1+]	C05350;C01197;C01179	2-Hydroxy-3-(4-hydroxyphenyl)propenoate; 4-Hydroxy-enol-phenylpyruvate$Caffeate; Caffeic acid; 3,4-Dihydroxy-trans-cinnamate; trans-Caffeate$3-(4-Hydroxyphenyl)pyruvate
E857	row3486	row3486_M+Na[1+]	C00590	Coniferyl alcohol; Coniferol; 4-(3-Hydroxy-1-propenyl)-2-methoxyphenol
E858	row2897	row2897_M+H[1+]	C00590	Coniferyl alcohol; Coniferol; 4-(3-Hydroxy-1-propenyl)-2-methoxyphenol
E859	row2899	row2899_M+H[1+]	C00590	Coniferyl alcohol; Coniferol; 4-(3-Hydroxy-1-propenyl)-2-methoxyphenol
E860	row2898	row2898_M+H[1+]	C00590	Coniferyl alcohol; Coniferol; 4-(3-Hydroxy-1-propenyl)-2-methoxyphenol
E861	row2900	row2900_M+H[1+]	C05638	5-Hydroxykynurenamine
E864	row7998;row8014;row8538	row7998_M+H[1+];row8014_M(C13)+H[1+];row8538_M+Na[1+]	C00762;C01780	Cortisone; 17alpha,21-Dihydroxy-4-pregnene-3,11,20-trione; Kendall's compound E; Reichstein's substance Fa$Aldosterone; 11beta,21-Dihydroxy-3,20-dioxo-4-pregnen-18-al
E866	row7999;row8015	row7999_M+H[1+];row8015_M(C13)+H[1+]	C00762;C01780	Cortisone; 17alpha,21-Dihydroxy-4-pregnene-3,11,20-trione; Kendall's compound E; Reichstein's substance Fa$Aldosterone; 11beta,21-Dihydroxy-3,20-dioxo-4-pregnen-18-al
E872	row2931;row2957;row3520;row3521	row2931_M+H[1+];row2957_M(C13)+H[1+];row3520_M+Na[1+];row3521_M+Na[1+]	C00082;CE2174	L-Tyrosine$
E873	row2939	row2939_M+Na[1+]	C16565	
E876	row3553	row3553_M+Na[1+]	C05583;C05582	3-Methoxy-4-hydroxyphenylglycolaldehyde$Homovanillate; Homovanillic acid
E877	row2956	row2956_M+H[1+]	C05583;C05582	3-Methoxy-4-hydroxyphenylglycolaldehyde$Homovanillate; Homovanillic acid
E878	row2957;row3558	row2957_M+H[1+];row3558_M+Na[1+]	C01507;C00794;C01697	L-Iditol$D-Sorbitol$Galactitol
E879	row3556	row3556_M+Na[1+]	C01507;C00794;C01697	L-Iditol$D-Sorbitol$Galactitol
E885	row8078;row8106	row8078_M[1+];row8106_M+H[1+]	CE2054;CE5976	20-carboxy-leukotriene-B4$12-oxo-10,11-dihydro-20-COOH-LTB4
E887	row8105	row8105_M+H[1+]	CE2054;CE5976	20-carboxy-leukotriene-B4$12-oxo-10,11-dihydro-20-COOH-LTB4
E888	row2967;row8109;row8131	row2967_M+2H[2+];row8109_M+H[1+];row8131_M(C13)+H[1+]	C05489;C05471;C05474	11beta,17alpha,21-Trihydroxypregnenolone$11beta,17alpha,21-Trihydroxy-5beta-pregnane-3,20-dione; 5beta-Pregnane-11beta,17alpha,21-triol-3,20-dione$3alpha,11beta,21-Trihydroxy-20-oxo-5beta-pregnan-18-al
E890	row8108;row8134	row8108_M+H[1+];row8134_M(C13)+H[1+]	C05489;C05471;C05474	11beta,17alpha,21-Trihydroxypregnenolone$11beta,17alpha,21-Trihydroxy-5beta-pregnane-3,20-dione; 5beta-Pregnane-11beta,17alpha,21-triol-3,20-dione$3alpha,11beta,21-Trihydroxy-20-oxo-5beta-pregnan-18-al
E891	row3007;row3009	row3007_M+H[1+];row3009_M+H[1+]	C03232	3-Phosphohydroxypyruvate
E893	row3010	row3010_M+H[1+]	C03232	3-Phosphohydroxypyruvate
E894	row3607	row3607_M+Na[1+]	C16613	
E898	row3617	row3617_M+Na[1+]	C00588	Choline phosphate
E904	row8702	row8702_M+Na[1+]	C05472	Urocortisol; 5beta-Pregnane-3alpha,11beta,17alpha,21-tetrol-20-one
E907	row3013;row3041;row3608	row3013_M+H[1+];row3041_M(C13)+H[1+];row3608_M+Na[1+]	C11821	5-Hydroxyisourate
E909	row3014;row3611	row3014_M+H[1+];row3611_M+Na[1+]	C05580	3,4-Dihydroxymandelate
E910	row3613	row3613_M+Na[1+]	C05580	3,4-Dihydroxymandelate
E914	row8180	row8180_M+H[1+]	CE5926;CE5930;CE2056;CE5534;CE5533;CE1447	$$20-dihydroxyleukotriene B4$$$11-dehydrothromboxane B2
E917	row8218	row8218_M+H[1+]	CE0955;CE6232;CE5945	$prostaglandin G1$10,11-dihydro-20-dihydroxy-LTB4
E918	row3031;row8217	row3031_M+2H[2+];row8217_M+H[1+]	CE0955;CE6232;CE5945	$prostaglandin G1$10,11-dihydro-20-dihydroxy-LTB4
E925	row3103	row3103_M+H[1+]	C05548	6-Acetamido-2-oxohexanoate; 2-Oxo-6-acetamidocaproate
E927	row3137	row3137_M+H[1+]	C02727	N6-Acetyl-L-lysine
E928	row3133;row3138	row3133_M+H[1+];row3138_M+H[1+]	C02727	N6-Acetyl-L-lysine
E930	row3109	row3109_M+H[1+]	C01029;C00612	$N1-Acetylspermidine
E932	row3120;row3121;row4304;row4305	row3120_M+Na[1+];row3121_M+Na[1+];row4304_M+HCOONa[1+];row4305_M+HCOONa[1+]	C16614	6-Methylmercaptopurine
E934	row3124	row3124_M+H[1+]	C04225	(Z)-But-2-ene-1,2,3-tricarboxylate; cis-2-Methylaconitate
E937	row3729	row3729_M+Na[1+]	C00624	N-Acetyl-L-glutamate; N-Acetyl-L-glutamic acid
E938	row3732	row3732_M+Na[1+]	CE2153	
E940	row3143;row3171;row3719	row3143_M+H[1+];row3171_M(C13)+H[1+];row3719_M+Na[1+]	C03793	N6,N6,N6-Trimethyl-L-lysine
E943	row3161	row3161_M+Na[1+]	C00250	Pyridoxal
E945	row3756	row3756_M+Na[1+]	C05933	N-(omega)-Hydroxyarginine
E949	row8465;row8990	row8465_M(C13)+H[1+];row8990_M+Na[1+]	C13856	2-Arachidonoylglycerol; 2-Arachidonoyl-sn-glycerol
E951	row8988	row8988_M+Na[1+]	C13856	2-Arachidonoylglycerol; 2-Arachidonoyl-sn-glycerol
E952	row3187;row3189;row3749;row3750	row3187_M+H[1+];row3189_M+H[1+];row3749_M+Na[1+];row3750_M+Na[1+]	C05379	Oxalosuccinate; Oxalosuccinic acid
E953	row3188;row3221	row3188_M+H[1+];row3221_M(C13)+H[1+]	C05379	Oxalosuccinate; Oxalosuccinic acid
E954	row10104;row3187;row3189;row9026	row10104_M+HCOONa[1+];row3187_M+2H[2+];row3189_M+2H[2+];row9026_M+Na[1+]	C16618	6-Thioxanthine 5'-monophosphate
E957	row3191;row3221	row3191_M+H[1+];row3221_M(C13)+H[1+]	CE1562	5,6-indolequinone-2-carboxylate
E959	row3190	row3190_M+H[1+]	CE1562	5,6-indolequinone-2-carboxylate
E960	row3196;row3227;row3228;row3251;row3252;row3254	row3196_M[1+];row3227_M+H[1+];row3228_M+H[1+];row3251_M(C13)+H[1+];row3252_M(C13)+H[1+];row3254_M(C13)+H[1+]	C05635;C16596	5-Hydroxyindoleacetate$5-Phenyl-1,3-oxazinane-2,4-dione
E961	row3226;row3253	row3226_M+H[1+];row3253_M(C13)+H[1+]	C05635;C16596	5-Hydroxyindoleacetate$5-Phenyl-1,3-oxazinane-2,4-dione
E970	row8487	row8487_M+Na[1+]	CE6429;CE6423;CE6420;CE6426;CE6438;CE6432;CE6435	$$$$$$
E972	row3206	row3206_M+H[1+]	C06212	N-Methylserotonin
E973	row3223;row3248	row3223_M[1+];row3248_M+H[1+]	C00158;C04575;C00311	Citrate$$Isocitrate
E974	row3779	row3779_M+Na[1+]	C00158;C04575;C00311	Citrate$$Isocitrate
E979	row3784	row3784_M+Na[1+]	CE2934	o-methylhippurate
E980	row3228	row3228_M+H[1+]	C02712	N-Acetylmethionine
E981	row3769	row3769_M+Na[1+]	C02712	N-Acetylmethionine
E985	row8019;row8547	row8019_M(C13)+H[1+];row8547_M+Na[1+]	CE2020	N-arachidonoylglycine
E990	row3248	row3248_M+H[1+]	56dihindlcrbxlt	5,6-Dihydroxyindole-2-carboxylate
E991	row3250	row3250_M+H[1+]	56dihindlcrbxlt	5,6-Dihydroxyindole-2-carboxylate
E999	row8008;row8047;row8078	row8008_M[1+];row8047_M+H[1+];row8078_M(C13)+H[1+]	CE5525	12-oxo-20-carboxy-leukotriene B4
E1000	row8009;row8048;row8077	row8009_M[1+];row8048_M+H[1+];row8077_M(C13)+H[1+]	CE5525	12-oxo-20-carboxy-leukotriene B4
E1002	row8049	row8049_M+H[1+]	CE5525	12-oxo-20-carboxy-leukotriene B4
