"Query","Match","HMDB","PubChem","ChEBI","KEGG","METLIN","SMILES","Comment"
"D-Glucosamine 6-phosphate","Glucosamine 6-phosphate","HMDB0001254","439217","15873","C00352","6111","N[C@H]1[C@@H](O)O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H]1O","1"
"Aminofructose 6-phosphate","Aminofructose 6-phosphate","HMDB0060436","443711","31203","C12214",NA,"N[C@H]1[C@H](O)[C@@H](COP(O)(O)=O)OC1(O)CO","1"
"Ifosfamide","Ifosfamide","HMDB0015312","3690","5864","C07047",NA,"ClCCNP1(=O)OCCCN1CCCl","1"
"Cyclophosphamide anhydrous","Cyclophosphamide","HMDB0014672","2907","4027","C07888",NA,"ClCCN(CCCl)P1(=O)NCCCO1","1"
"gama-carboxyethyl-hydroxychroman","NA","NA","NA","NA","NA","NA","NA","0"
"Hexadecanal","Palmitaldehyde","HMDB0001551","984","17600","C00517","6317","CCCCCCCCCCCCCCCC=O","1"
"acetylcarnosine","Acetylcarnosine","HMDB0012881","10221026","172509",NA,NA,"CC(=O)NCCC(=O)N[C@H](CC1=CN=CN1)C(O)=O","1"
"5'-Deoxy-5-fluorocytidine","5'-Deoxy-5-fluorocytidine","HMDB0060405","10037499",NA,"C16635",NA,"C[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=C(F)C(=N)N=C1O","1"
"Nordazepam","Nordiazepam","HMDB0060538","2997","111762","C07486",NA,"ClC1=CC=C2NC(=O)CN=C(C3=CC=CC=C3)C2=C1","1"
"6-Hydroxymelatonin","6-Hydroxymelatonin","HMDB0004081","1864","2198","C05643","7013","COC1=C(O)C=C2NC=C(CCNC(C)=O)C2=C1","1"
"Estrone","Estrone","HMDB0000145","5870","17263","C00468","264","[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3","1"
"3-Hydroxylidocaine","3-Hydroxylidocaine","HMDB0060655","161824",NA,"C16560",NA,"CCN(CC)CC(=O)NC1=C(C)C=CC(O)=C1C","1"
"Estradiol-17beta","Estradiol","HMDB0000151","5757","16469","C00951","263","[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3","1"
"histidyl-prolinamide","NA","NA","NA","NA","NA","NA","NA","0"
"Paraoxon","Paraoxon","HMDB0013035","9395","27827","C06606",NA,"CCOP(=O)(OCC)OC1=CC=C(C=C1)[N+]([O-])=O","1"
"2-Hydroxyfelbamate","2-Hydroxyfelbamate","HMDB0060670","10400039",NA,"C16582",NA,"NC(=O)OCC(O)(COC(N)=O)C1=CC=CC=C1","1"
"p-Hydroxyfelbamate","p-Hydroxyfelbamate","HMDB0060669","9921310","80584","C16584",NA,"NC(=O)OCC(COC(N)=O)C1=CC=C(O)C=C1","1"
"3'-carboxy-alpha-chromanol","3'-carboxy-alpha-chromanol","HMDB0062349","92890",NA,NA,NA,"OC1CCOC2=CC=CC=C12","1"
"Stearidonic acid","Stearidonic acid","HMDB0006547","5312508","32389","C16300",NA,"CC\C=C/C\C=C/C\C=C/C\C=C/CCCCC(O)=O","1"
"3-oxo-6(R)-hydroxy-tetradec-8-cis-enoate","(6R,8Z)-6-Hydroxy-3-oxotetradecenoic acid","HMDB0062363","134819281",NA,NA,NA,"CCCCC\C=C/C[C@H](O)CCC(=O)CC(O)=O","1"
"3-oxo-6(S)-hydroxy-tetradec-8Z-enoate","(6S,8Z)-6-Hydroxy-3-oxotetradecenoic acid","HMDB0062364","134819282",NA,NA,NA,"CCCCC\C=C/C[C@@H](O)CCC(=O)CC(O)=O","1"
"Peptide 2-(3-carboxy-3-aminopropyl)-L-histidine","NA","NA","NA","NA","NA","NA","NA","0"
"3(S),6(R)-dihydroxy-tetradec-8Z-enoate","NA","NA","NA","NA","NA","NA","NA","0"
"3(S),6(S)-dihydroxy-tetradec-8Z-enoate","NA","NA","NA","NA","NA","NA","NA","0"
"sn-Glycero-3-phosphocholine","Glycerophosphocholine","HMDB0000086","657272","16870","C00670","370","C[N+](C)(C)CCOP([O-])(=O)OC[C@H](O)CO","1"
"linoleic acid (all cis C18:2) n-6","NA","NA","NA","NA","NA","NA","NA","0"
"vaccenic acid","Vaccenic acid","HMDB0003231","5281127","28727","C08367","3407","CCCCCC\C=C\CCCCCCCCCC(O)=O","1"
"octadecenoate (n-C18:1)","NA","NA","NA","NA","NA","NA","NA","0"
"N-Sulfo-D-glucosamine","N-Sulfo-D-glucosamine","HMDB0001481","439388","16702","C01075","6267","OC[C@H]1O[C@@H](O)[C@H](NS(O)(=O)=O)[C@@H](O)[C@@H]1O","1"
"Diazepam","Diazepam","HMDB0014967","3016","49575","C06948",NA,"CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1","1"
"Guanosine","Guanosine","HMDB0000133","6802","16750","C00387","87","NC1=NC2=C(N=CN2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(=O)N1","1"
"11-cis-Retinal","Retinal","HMDB0001358","638015","17898","C00376","6188","C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=O","1"
"Retinal","Retinal","HMDB0001358","638015","17898","C00376","6188","C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=O","1"
"cis-9-retinal","9-cis-Retinal","HMDB0006218","6436082","78273","C16681",NA,"C/C(/C=C/C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C\C=O","1"
"octadecanoate (n-C18:0)","NA","NA","NA","NA","NA","NA","NA","0"
"8(R)-hydroxy-hexadeca-2E,4E,6E,10Z-tetraenoate","NA","NA","NA","NA","NA","NA","NA","0"
"8(S)-hydroxy-hexadeca-2E,4E,6E,10Z-tetraenoate","NA","NA","NA","NA","NA","NA","NA","0"
"2-Ethyl-5-methyl-3,3-diphenyl-1-pyrroline","2-Ethyl-5-methyl-3,3-diphenyl-1-pyrroline","HMDB0060672","9879368","80646","C16660",NA,"CCC1=NC(C)CC1(C1=CC=CC=C1)C1=CC=CC=C1","1"
"cis-11-retinol","11-cis-Retinol","HMDB0006216","5280382","16302","C00899",NA,"C\C(=C/CO)\C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C","1"
"Retinol","Retinol",NA,"3756","17336","C00473",NA,NA,"1"
"17beta-estradiol-2,3-semiquinone","NA","NA","NA","NA","NA","NA","NA","0"
"4-hydroxyestrone","4-Hydroxyestrone","HMDB0005895","53477797",NA,NA,NA,"C[C@@]12CCC3C(CCC4=C3C=CC(O)=C4O)C1CCC2=O","1"
"16alpha-Hydroxyestrone","16b-Hydroxyestrone","HMDB0000313","22833517","87628","C05300","5302","[H][C@@]12C[C@H](O)C(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3","1"
"17beta-estradiol-2,3-quinone","17beta-Estradiol-2,3-quinone","HMDB0060084","131769816",NA,NA,NA,"C[C@]12CC[C@@H]3[C@H](CCC4=CC(=O)C(=O)C=C34)[C@H]1CC[C@@H]2O","1"
"17beta-estradiol-3,4-semiquinone","NA","NA","NA","NA","NA","NA","NA","0"
"17beta-estradiol-3,4-quinone","17beta-Estradiol-3,4-quinone","HMDB0060085","131769817",NA,NA,NA,"C[C@]12CC[C@@H]3[C@H](CCC4=C3C=CC(=O)C4=O)[C@H]1CC[C@@H]2O","1"
"2-Hydroxyestrone","2-Hydroxyestrone","HMDB0000343","440623","1156","C05298","2579","[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C(O)=C3","1"
"Androstenedione","Androstenedione","HMDB0000053","6128","16422","C00280","2795","[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C","1"
"Androst-4-ene-3,17-dione","Androstenedione","HMDB0000053","6128","16422","C00280","2795","[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C","1"
"2-Hydroxyestradiol-17beta","2-Hydroxyestradiol","HMDB0000338","247304","28744","C05301","5327","[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C(O)=C3","1"
"4,17 dihydroxy estradiol","NA","NA","NA","NA","NA","NA","NA","0"
"Estriol","Estriol","HMDB0000153","5756","27974","C05141","2581","[H][C@@]12C[C@@H](O)[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3","1"
"4-hydroxy-17beta-estradiol","4-Hydroxyestradiol","HMDB0005896","5282360","62845","C14209",NA,"[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(O)C(O)=C3CC[C@@]21[H]","1"
"Dehydroepiandrosterone","Dehydroepiandrosterone","HMDB0000077","5881","28689","C01227","5133","[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C","1"
"5beta-Androstane-3,17-dione","Etiocholanedione","HMDB0003769","440114","16985","C03772",NA,"[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@]2([H])CC(=O)CC[C@]12C","1"
"3beta-Hydroxyandrost-5-en-17-one","Dehydroepiandrosterone","HMDB0000077","5881","28689","C01227","5133","[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C","1"
"5alpha-Androstane-3,17-dione","5alpha-Androstane-3,17-dione","HMDB0248410","443",NA,"C00674",NA,"CC12CCC3C(CCC4CC(=O)CCC34C)C1CCC2=O","1"
"Testosterone","Testosterone","HMDB0000234","6013","17347","C00535","390","[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C","1"
"all-trans-13,14-Dihydroretinol","All-trans-13,14-dihydroretinol","HMDB0011618","446798","52075","C15492",NA,"CC(CCO)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C","1"
"Adenosine","Adenosine","HMDB0000050","60961","16335","C00212","86","NC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C2=NC=N1","1"
"Deoxyguanosine","Deoxyguanosine","HMDB0000085","187790","17172","C00330","3395","NC1=NC2=C(N=CN2[C@H]2C[C@H](O)[C@@H](CO)O2)C(=O)N1","1"
"5alpha-Dihydrotestosterone","Dihydrotestosterone","HMDB0002961","10635","16330","C03917","2789","[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)CC[C@]12C","1"
"5beta-Dihydrotestosterone","5b-Dihydrotestosterone","HMDB0006770","11302","428206","C05293",NA,"[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@]2([H])CC(=O)CC[C@]12C","1"
"Androsterone","Androsterone","HMDB0000031","5879","16032","C00523","2797","[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](O)CC[C@]12C","1"
"3alpha-Hydroxy-5beta-androstan-17-one","Etiocholanolone","HMDB0000490","5880","28195","C04373","5477","[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@]2([H])C[C@]([H])(O)CC[C@]12C","1"
"Androst-5-ene-3beta,17beta-diol","Androst-5-ene-3beta,17beta-diol","HMDB0244754","223407",NA,NA,NA,"CC12CCC3C(CC=C4CC(O)CCC34C)C1CCC2O","1"
"Parathion","Parathion","HMDB0001355","991","27928","C06604",NA,"CCOP(=S)(OCC)OC1=CC=C(C=C1)[N+]([O-])=O","1"
"Biliverdin","Biliverdin","HMDB0001008","5353439","17033","C00500","5938","CC1=C(C=C)\C(NC1=O)=C\C1=C(C)C(CCC(O)=O)=C(N1)\C=C1/N=C(/C=C2\NC(=O)C(C=C)=C2C)C(C)=C1CCC(O)=O","1"
"S-(2-Methylbutanoyl)-dihydrolipoamide","S-(2-Methylbutanoyl)-dihydrolipoamide","HMDB0006869","440565","28692","C05118",NA,"CCC(C)C(=O)SCCC(S)CCCCC(N)=O","1"
"S-(3-Methylbutanoyl)-dihydrolipoamide","S-(3-Methylbutanoyl)-dihydrolipoamide-E","HMDB0006867","440566","27462","C05119",NA,"CC(C)CC(=O)SCCC(S)CCCCC(N)=O","1"
"Bilirubin","Bilirubin","HMDB0000054","5280352","16990","C00486","81","CC1=C(C=C)\C(NC1=O)=C\C1=C(C)C(CCC(O)=O)=C(CC2=C(CCC(O)=O)C(C)=C(N2)\C=C2/NC(=O)C(C=C)=C2C)N1","1"
"5alpha-androstane-3alpha,17beta-diol","Dihydroandrosterone","HMDB0000554","15818","36713",NA,"5538","[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](O)CC[C@]12C","1"
"Citalopram aldehyde","Citalopram aldehyde","HMDB0060462","9944000","80607","C16612",NA,"FC1=CC=C(C=C1)C1(CCC=O)OCC2=C1C=CC(=C2)C#N","1"
"13-OxoODE","13-OxoODE","HMDB0004668","6446027","68947","C14765",NA,"CCCCCC(=O)\C=C\C=C/CCCCCCCC(O)=O","1"
"5-amino-1-(5-phospho-D-ribosyl)imidazole","5-Aminoimidazole ribonucleotide","HMDB0001235","161500","138560","C03373","6097","NC1=CN=CN1[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O","1"
"13(S)-HODE","13-HODE","HMDB0004667","6443013","34154","C14762",NA,"CCCCC[C@H](O)\C=C\C=C/CCCCCCCC(O)=O","1"
"12(13)-EpOME","12,13-EpOME","HMDB0004702","5356421","38299","C14826",NA,"CCCCCC1OC1C\C=C/CCCCCCCC(O)=O","1"
"9(10)-EpOME","9,10-Epoxyoctadecenoic acid","HMDB0004701","6246154","34494","C14825",NA,"CCCCC\C=C/CC1OC1CCCCCCCC(O)=O","1"
"Acid","trans-Aconitic acid","HMDB0000958","444212","32806","C02341",NA,"OC(=O)C\C(=C/C(O)=O)C(O)=O","1"
"5-Methylthioadenosine","5'-Methylthioadenosine","HMDB0001173","439176","17509","C00170","3425","CSC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2N","1"
"Codeine","Codeine","HMDB0004995","5284371","16714","C06174","498","[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O","1"
"(S)-N-Methylcoclaurine","(S)-N-Methylcoclaurine","HMDB0060319","440584","17041","C05176",NA,"COC1=C(O)C=C2[C@H](CC3=CC=C(O)C=C3)N(C)CCC2=C1","1"
"3-Dehydrosphinganine","3-Dehydrosphinganine","HMDB0001480","439853","17862","C02934","3428","CCCCCCCCCCCCCCCC(=O)[C@@H](N)CO","1"
"Sphingosine","Sphingosine","HMDB0000252","5280335","16393","C00319","392","CCCCCCCCCCCCC\C=C\[C@@H](O)[C@@H](N)CO","1"
"Pantetheine","Pantetheine","HMDB0003426","479","16753","C00831","6928","CC(C)(CO)C(O)C(=O)NCCC(=O)NCCS","1"
"2-hydroxy-3-methoxyestrone","2-Hydroxy-3-methoxyestrone","HMDB0011195","53480676",NA,NA,NA,"COC1=C(O)C=C2C3CC[C@]4(C)C(CCC4=O)C3CCC2=C1","1"
"4-methoxyestrone","4-Methoxyestrone","HMDB0060088","638678","35940","C03958",NA,"COC1=C(O)C=CC2=C1CC[C@H]1[C@@H]3CCC(=O)[C@]3(C)CC[C@H]21","1"
"Adrenosterone","Adrenosterone","HMDB0006772","223997","2495","C05285",NA,"[H][C@@]12CCC(=O)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C","1"
"2-Methoxyestrone","2-Methoxyestrone","HMDB0000010","440624","1189","C05299","2578","[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C(OC)=C3","1"
"Sphinganine","Sphinganine","HMDB0000269","91486","16566","C00836","5268","CCCCCCCCCCCCCCC[C@@H](O)[C@@H](N)CO","1"
"4-methoxy-17beta-estradiol","4-Methoxy-17beta-estradiol","HMDB0012782","68578","136975","C05302",NA,"[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(O)C(OC)=C3CC[C@@]21[H]","1"
"2-hydroxy-3-methoxy-17beta-estradiol","2-Hydroxyestradiol-3-methyl ether","HMDB0000380","515","30835",NA,"5368","[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(OC)C(O)=C3","1"
"2-Methoxyestradiol-17beta","2-Methoxyestradiol","HMDB0000405","66414","28955","C05302","5394","[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C(OC)=C3","1"
"11beta-Hydroxyandrost-4-ene-3,17-dione","11b-Hydroxyandrost-4-ene-3,17-dione","HMDB0006773","4762","8067","C05284",NA,"[H][C@@]12CCC(=O)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C","1"
"19-Hydroxyandrost-4-ene-3,17-dione","19-Hydroxyandrost-4-ene-3,17-dione","HMDB0003955","252379","27576","C05290","6990","[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12CO","1"
"16alpha-Hydroxyandrost-4-ene-3,17-dione","16a-Hydroxyandrost-4-ene-3,17-dione","HMDB0006774","440574","27582","C05140",NA,"[H][C@@]12C[C@@H](O)C(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C","1"
"13,14-epoxy-retinol","NA","NA","NA","NA","NA","NA","NA","0"
"Retinyl ester","Retinyl ester","HMDB0003598","5460164","545914","C02075","6966","CC1CCCC(C)(C)C1\C=C\C(\C)=C\C=C\C(\C)=C\C(O)=O","1"
"(5Z,8Z,11Z,14Z,17Z)-Icosapentaenoic acid","Eicosapentaenoic acid","HMDB0001999","446284","28364","C06428","6423","CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(O)=O","1"
"3-oxo-8(R)-hydroxy-hexadeca-6E,10Z-dienoate","(6E,8R,10Z)-8-hydroxy-3-oxohexadecadienoic acid","HMDB0062365","134819283","143995",NA,NA,"CCCCC\C=C/C[C@@H](O)\C=C\CCC(=O)CC(O)=O","1"
"3-oxo-8(S)-hydroxy-hexadeca-6E,10Z-dienoate","(6E,8S,10Z)-8-hydroxy-3-oxohexadecadienoic acid","HMDB0062366","134819284",NA,NA,NA,"CCCCC\C=C/C[C@H](O)\C=C\CCC(=O)CC(O)=O","1"
"6beta-Hydroxytestosterone","6beta-Hydroxytestosterone","HMDB0006259","18603089","34477","C14497",NA,"[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C[C@@H](O)C2=CC(=O)CC[C@]12C","1"
"19-Hydroxytestosterone","19-Hydroxytestosterone","HMDB0006769","440728","27406","C05294",NA,"[H]C12CC[C@H](O)[C@@]1(C)CCC1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12CO","1"
"16alpha-Hydroxydehydroepiandrosterone","16a-Hydroxydehydroisoandrosterone","HMDB0000352","102030","27771","C05139","5341","[H][C@@]12C[C@@H](O)C(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C","1"
"(8Z,11Z,14Z)-eicosatrienoic acid","NA","NA","NA","NA","NA","NA","NA","0"
"estrone-2,3-semiquinone","NA","NA","NA","NA","NA","NA","NA","0"
"estrone-3,4-quinone","Estrone-3,4-quinone","HMDB0012942","53481560",NA,NA,NA,"C[C@]12CCC3C(CCC4=C3C=CC(=O)C4=O)C1CCC2=O","1"
"estrone-2,3-quinone","Estrone-2,3-quinone","HMDB0012941","53481559",NA,NA,NA,"C[C@]12CCC3C(CCC4=CC(=O)C(=O)C=C34)C1CCC2=O","1"
"estrone-3,4-semiquinone","NA","NA","NA","NA","NA","NA","NA","0"
"S-Succinyldihydrolipoamide","(S)-Succinyldihydrolipoamide","HMDB0001177","439425","17432","C01169","6058","NC(=O)CCCC[C@H](CCS)SC(=O)CCC(O)=O","1"
"3-oxo-10(R)-hydroxy-octadeca-6E,8E,12Z-trienoate","(6E,8E,10R,12Z)-10-Hydroxy-3-oxooctadecatrienoic acid","HMDB0062357","134819276",NA,NA,NA,"CCCCC\C=C/C[C@@H](O)\C=C\C=C\CCC(=O)CC(O)=O","1"
"3-oxo-10(S)-hydroxy-octadeca-6E,8E,12Z-trienoate","(6E,8E,10S,12Z)-10-Hydroxy-3-oxooctadecatrienoic acid","HMDB0062359","134819278",NA,NA,NA,"CCCCC\C=C/C[C@H](O)\C=C\C=C\CCC(=O)CC(O)=O","1"
"Methadone","Methadone","HMDB0014477","4095","167309","C07163",NA,"CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1","1"
"N1,N12-Diacetylspermine","N1,N12-Diacetylspermine","HMDB0002172","132680","28101","C03413","6525","CC(=O)NCCCNCCCCNCCCNC(C)=O","1"
"1-deoxy-1-(N6-lysino)-D-fructose","1-Deoxy-1-(N6-lysino)-D-fructose","HMDB0062186","424","22660","C16433",NA,"N[C@@H](CCCCNC[C@@]1(O)O[C@H](CO)[C@@H](O)[C@@H]1O)C(O)=O","1"
"L-Octanoylcarnitine","Octanoylcarnitine","HMDB0000791","11953814","18102","C02838",NA,"CCCCCCCC(=O)O[C@H](CC(O)=O)C[N+](C)(C)C","1"
"3(S),10(R)-OH-octadeca-6-trans-4,12-cis-trienoate","NA","NA","NA","NA","NA","NA","NA","0"
"Demethylcitalopram","Demethylcitalopram","METPA1370",NA,"80603","C16608",NA,NA,"1"
"Carboxyphosphamide","Carboxyphosphamide","HMDB0060449","31515","3410","C07646",NA,"NP(=O)(OCCC(O)=O)N(CCCl)CCCl","1"
"Progesterone","Progesterone","HMDB0001830","5994","17026","C00410","402","[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C","1"
"3'-Hydroxy-N-methyl-(S)-coclaurine","(S)-3-Hydroxy-N-methylcoclaurine","HMDB0006921","440591","17079","C05202",NA,"COC1=C(O)C=C2[C@H](CC3=CC(O)=C(O)C=C3)N(C)CCC2=C1","1"
"all-trans-18-Hydroxyretinoic acid","all-trans-18-Hydroxyretinoic acid","HMDB0012452","6506224","80657","C16679",NA,"C\C(\C=C\C1=C(CO)CCCC1(C)C)=C/C=C/C(/C)=C/C(O)=O","1"
"all-trans-4-Hydroxyretinoic acid","4-Hydroxyretinoic acid","HMDB0006254","6438629","63795","C16677",NA,"C\C(\C=C\C1=C(C)C(O)CCC1(C)C)=C/C=C/C(/C)=C/C(O)=O","1"
"all-trans-5,6-Epoxyretinoic acid","all-trans-5,6-Epoxyretinoic acid","HMDB0012451","5363137","80658","C16680",NA,"C\C(\C=C\C12OC1(C)CCCC2(C)C)=C/C=C/C(/C)=C/C(O)=O","1"
"20alpha-Hydroxy-4-pregnen-3-one","20alpha-Dihydroprogesterone","HMDB0003069","8956","28453","C04042","2125","[H][C@@]1(CC[C@@]2([H])[C@]3([H])CCC4=CC(=O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)O","1"
"Pregnenolone","Pregnenolone","HMDB0000253","8955","16581","C01953","5257","[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C","1"
"5alpha-Pregnane-3,20-dione","5a-Pregnane-3,20-dione","HMDB0003759","92810","28952","C03681","6981","[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)CC[C@]12C","1"
"Ubiquinone","Coenzyme Q10","HMDB0001072","5281915","46245","C11378","5983","COC1=C(OC)C(=O)C(C\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)=C(C)C1=O","1"
"5-oxo-(6E,8Z,11Z,14Z)-eicosatetraenoic acid","NA","NA","NA","NA","NA","NA","NA","0"
"18R-HEPE","18R-HEPE","HMDB0012611","53481496",NA,NA,NA,"CC[C@H](O)\C=C\C=C/C\C=C\C\C=C/C\C=C/CCCC(O)=O","1"
"5-HEPE","5-HEPE","HMDB0005081","6439678","72801",NA,NA,"CC\C=C/C\C=C/C\C=C/C\C=C/C=C/C(O)CCCC(O)=O","1"
"15(R)-HEPE","15-HEPE","HMDB0010209","53480357",NA,NA,NA,"CC\C=C/C(O)C\C=C\C=C/C\C=C/C\C=C/CCCC(O)=O","1"
"Phytosphingosine","Phytosphingosine","HMDB0004610","122121","46961","C12144","7066","CCCCCCCCCCCCCC[C@@H](O)[C@@H](O)[C@@H](N)CO","1"
"Melanin","Melanin","HMDB0004068","6325610","89634","C05606","7011","CC1=C2NC=C3C2=C(C2=CNC4=C(C)C(=O)C(=O)C3=C24)C(=O)C1=O","1"
"Didemethylcitalopram","Didemethylcitalopram","HMDB0060472","162976","80604","C16609",NA,"NCCCC1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1","1"
"allopregnanolone","Allopregnanolone","HMDB0001449","92786","50169","C13712",NA,"[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)C(C)=O","1"
"3alpha-Hydroxy-5beta-pregnane-20-one","21-Hydroxy-5b-pregnane-3,11,20-trione","HMDB0006756","24779614","88767","C05477",NA,"[H][C@@]12CCC(C(=O)CO)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CC[C@]2([H])CC(=O)CC[C@]12C","1"
"5-Hydroxyeicosatetraenoate","5-HETE","HMDB0011134","5280733","28209","C04805","6554","CCCCC\C=C/C\C=C/C\C=C/C=C/[C@@H](O)CCCC(O)=O","1"
"(15S)-15-Hydroxy-5,8,11-cis-13-trans-eicosatetraenoate","15-HETE","HMDB0003876","5280724","15558","C04742",NA,"CCCCC[C@H](O)\C=C\C=C/C\C=C/C\C=C/CCCC(O)=O","1"
"19(S)-HETE","19(S)-HETE","HMDB0011136","9548883","34185","C14749",NA,"C[C@H](O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(O)=O","1"
"20-Hydroxyeicosatetraenoic acid","20-Hydroxyeicosatetraenoic acid","HMDB0005998","5283157","34306","C14748",NA,"OCCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(O)=O","1"
"16(R)-HETE","16(R)-HETE","HMDB0004680","9548884","34162","C14778",NA,"CCCC[C@@H](O)\C=C/C\C=C/C\C=C/C\C=C/CCCC(O)=O","1"
"11,12-EET","11,12-Epoxyeicosatrienoic acid","HMDB0004673","40490664","132276","C14770","7069","CCCCC\C=C/C[C@H]1O[C@H]1C\C=C/C\C=C/CCCC(O)=O","1"
"14,15-EET","14R,15S-EpETrE","HMDB0002283","5283201","132275",NA,NA,"CCCCC[C@@H]1O[C@@H]1C\C=C/C\C=C/C\C=C/CCCC(O)=O","1"
"8,9-EET","8,9-Epoxyeicosatrienoic acid","HMDB0002232","5283203","34490","C14769",NA,"CCCCC\C=C/C\C=C/CC1OC1C\C=C/CCCC(O)=O","1"
