database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	20P02820216_BEHC18_POS	20P02820217_BEHC18_POS	20P02820215_BEHC18_POS	20P02820224_BEHC18_POS	20P02820213_BEHC18_POS	20P02820210_BEHC18_POS	20P02820211_BEHC18_POS	20P02820219_BEHC18_POS	20P02820133_BEHC18_POS	20P02820132_BEHC18_POS	20P02820131_BEHC18_POS	20P02820130_BEHC18_POS	20P02820136_BEHC18_POS	20P02820135_BEHC18_POS	20P02820134_BEHC18_POS	20P02820139_BEHC18_POS	20P02820138_BEHC18_POS	20P02820024_BEHC18_POS	20P02820320_BEHC18_POS	20P02820026_BEHC18_POS	20P02820027_BEHC18_POS	20P02820021_BEHC18_POS	20P02820023_BEHC18_POS	20P02820028_BEHC18_POS	20P02820286_BEHC18_POS	20P02820096_BEHC18_POS	20P02820227_BEHC18_POS	20P02820120_BEHC18_POS	20P02820121_BEHC18_POS	20P02820122_BEHC18_POS	20P02820123_BEHC18_POS	20P02820124_BEHC18_POS	20P02820264_BEHC18_POS	20P02820126_BEHC18_POS	20P02820127_BEHC18_POS	20P02820128_BEHC18_POS	20P02820129_BEHC18_POS	20P02820266_BEHC18_POS	20P02820059_BEHC18_POS	20P02820058_BEHC18_POS	20P02820057_BEHC18_POS	20P02820051_BEHC18_POS	20P02820052_BEHC18_POS	20P02820295_BEHC18_POS	20P02820293_BEHC18_POS	20P02820288_BEHC18_POS	20P02820317_BEHC18_POS	20P02820199_BEHC18_POS	20P02820198_BEHC18_POS	20P02820195_BEHC18_POS	20P02820194_BEHC18_POS	20P02820196_BEHC18_POS	20P02820315_BEHC18_POS	20P02820190_BEHC18_POS	20P02820193_BEHC18_POS	20P02820192_BEHC18_POS	20P02820115_BEHC18_POS	20P02820114_BEHC18_POS	20P02820116_BEHC18_POS	20P02820110_BEHC18_POS	20P02820274_BEHC18_POS	20P02820176_BEHC18_POS	20P02820082_BEHC18_POS	20P02820205_BEHC18_POS	20P02820080_BEHC18_POS	20P02820084_BEHC18_POS	20P02820310_BEHC18_POS	20P02820306_BEHC18_POS	20P02820307_BEHC18_POS	20P02820298_BEHC18_POS	20P02820299_BEHC18_POS	20P02820303_BEHC18_POS	20P02820305_BEHC18_POS	20P02820240_BEHC18_POS	20P02820100_BEHC18_POS	20P02820105_BEHC18_POS	20P02820038_BEHC18_POS	20P02820032_BEHC18_POS	20P02820031_BEHC18_POS	20P02820030_BEHC18_POS	20P02820037_BEHC18_POS	20P02820269_BEHC18_POS	20P02820328_BEHC18_POS	20P02820060_BEHC18_POS	20P02820063_BEHC18_POS	20P02820064_BEHC18_POS	20P02820179_BEHC18_POS	20P02820178_BEHC18_POS	20P02820069_BEHC18_POS	20P02820175_BEHC18_POS	20P02820174_BEHC18_POS	20P02820173_BEHC18_POS	20P02820172_BEHC18_POS	20P02820171_BEHC18_POS	20P02820170_BEHC18_POS	20P02820203_BEHC18_POS	20P02820183_BEHC18_POS	20P02820180_BEHC18_POS	20P02820002_BEHC18_POS	20P02820006_BEHC18_POS	20P02820188_BEHC18_POS	20P02820189_BEHC18_POS	20P02820202_BEHC18_POS	20P02820271_BEHC18_POS	20P02820185_BEHC18_POS	20P02820229_BEHC18_POS	20P02820228_BEHC18_POS	20P02820164_BEHC18_POS	20P02820226_BEHC18_POS	20P02820092_BEHC18_POS	20P02820095_BEHC18_POS	20P02820162_BEHC18_POS	20P02820163_BEHC18_POS	20P02820220_BEHC18_POS	20P02820017_BEHC18_POS	20P02820016_BEHC18_POS	20P02820018_BEHC18_POS	20P02820089_BEHC18_POS	20P02820151_BEHC18_POS	20P02820153_BEHC18_POS	20P02820152_BEHC18_POS	20P02820154_BEHC18_POS	20P02820159_BEHC18_POS	20P02820158_BEHC18_POS	20P02820276_BEHC18_POS	20P02820238_BEHC18_POS	20P02820239_BEHC18_POS	20P02820234_BEHC18_POS	20P02820235_BEHC18_POS	20P02820236_BEHC18_POS	20P02820237_BEHC18_POS	20P02820230_BEHC18_POS	20P02820231_BEHC18_POS	20P02820232_BEHC18_POS	20P02820233_BEHC18_POS	20P02820048_BEHC18_POS	20P02820046_BEHC18_POS	20P02820042_BEHC18_POS	20P02820043_BEHC18_POS	20P02820040_BEHC18_POS	20P02820001_BEHC18_POS	20P02820322_BEHC18_POS	20P02820323_BEHC18_POS	20P02820326_BEHC18_POS	20P02820146_BEHC18_POS	20P02820147_BEHC18_POS	20P02820144_BEHC18_POS	20P02820145_BEHC18_POS	20P02820142_BEHC18_POS	20P02820143_BEHC18_POS	20P02820140_BEHC18_POS	20P02820141_BEHC18_POS	20P02820209_BEHC18_POS	20P02820208_BEHC18_POS	20P02820075_BEHC18_POS	20P02820073_BEHC18_POS	20P02820072_BEHC18_POS	20P02820079_BEHC18_POS	20P02820078_BEHC18_POS
CHEBI:167843	C19H18ClNO	C1C(CC(=O)C=C1NCC2=CC=CC=C2)C3=CC=C(C=C3)Cl	InChI=1S/C19H18ClNO/c20-17-8-6-15(7-9-17)16-10-18(12-19(22)11-16)21-13-14-4-2-1-3-5-14/h1-9,12,16,21H,10-11,13H2	3-(benzylamino)-5-(4-chlorophenyl)cyclohex-2-en-1-one					6.599												11862.32272	12457.386	9170.287939	11069.74645	9685.987184	12080.8475	10134.75852	11885.74578	10798.44802	10165.96668	14596.86018		12392.3623	13591.88385	10489.97858	13022.00089	11729.6166	10362.22001	13061.18109	10236.36829	35149.2463	18986.00536	9036.123027	89972.42628	10630.42427	10420.16658	10562.48369	14256.91586	9967.751869	12972.0982	9671.363578	14477.97279	11999.21972	11891.13628	11359.45564	9545.606802	11217.59054	7798.013903	10582.87627	12832.84562	10230.77401	10566.87013	15014.9706	61370.6895	11678.10358	33748.14828	11549.40459	15405.13446	11107.04457	15822.49412	10300.64154	11729.85742	30218.84914	15614.76357	9671.623016	11005.16111	10781.77451	8593.656636	747481.2339	13457.45847	11256.89851	12335.46595	10598.11338	9535.745013	10298.59123	7614.657979	11844.93209	10144.54217	10721.06443	12267.46487	8486.238599	13190.15601	13140.85585	12905.08568	10408.82585	14740.49216	10439.51158	10573.71059	10837.33729	9373.368033	10071.09528	9093.415463	9782.772092	11100.78343	22218.63635	11023.82692	11257.79381	11890.11089	54967.07768	11512.35965	9324.060158	12560.16699	11290.74695	7127.718914	145977.2571	10192.25447	11106.69307	8653.751267	11888.71908	47550.13842	11498.97118	10105.95419	10337.20197	9855.90289	11784.96262	10503.55184	10764.59084	13850.71993	9324.619693	10072.13989	14363.39102	10961.72412	10353.49763	12736.09201	10257.91273	11060.27983	11916.10779	32800.2407	10640.1331	10509.52818	9919.287478	13038.91326	10715.45127	10952.92483	240983.7021	14196.64216	10214.92358	10475.97982	9995.504186	10501.9628	10812.49372	10025.67095	10643.94102	9873.340555	11424.52628	60497.01524	9355.51606	27170.95016	12973.69763	11345.33423	7360.830868	14279.0428	9541.062339	12657.37441	16874.00737	9113.896655	13435.02794	11462.83503	11215.03561	10349.48429	10884.6485	12006.89035	10776.97721	12608.68691	10219.34096	10899.44491	12036.42818	10948.67994	13956.22023
CHEBI:9901	C21H32O5	C[C@]12CC(=O)[C@H]3[C@@H](CC[C@@H]4C[C@H](O)CC[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO	InChI=1S/C21H32O5/c1-19-7-5-13(23)9-12(19)3-4-14-15-6-8-21(26,17(25)11-22)20(15,2)10-16(24)18(14)19/h12-15,18,22-23,26H,3-11H2,1-2H3/t12-,13-,14+,15+,18-,19+,20+,21+/m1/s1	Tetrahydrocortisone					6.649												14634783.26	9584630.035	10062396.19	11640602.52	9205320.432	22456951.5	10917203.57	15956572.99	6516664.336	19697096.78	17977638.23		10666066.54	19013556.01	23140436.32	15978983.16	19962135.83	7822359.972	5923167.788	9505633.97	22224215.85	22356335.81	1401875.963	5398560.502	12626309.19	16356547.91	12028373.15	12636619.82	8502115.335	12093535.04	17626152.39	35820959.7	13062757.84	11448759.24	7303773.522	12600460.89	11155874.96	9758087.315	1128338.187	3256625.843	20497341.65	14543347.56	5931741.619	4183985.111	11055863.24	4318672.316	15726801.69	10945216.07	8558383.606	14663037.23	9707015.025	9165115.206	13895479.3	11622007.3	1044820.32	8025323.76	16620662.23	29671727.46	13175787.22	12001419.16	14556217.15	29494881.09	22269753.69	14587917.19	12368897.74	3168535.346	14299279.32	3991352.694	25169675.13	7749535.559	29755460.21	3155849.892	3695513.686	8667184.554	18019608.88	18391200.63	6910294.951	79351.76293	12512548.07	17486011.98	4542369.656	11099268.33	8770837.808	10158432.08	1732908.467	14357592.99	14896842.41	8887454.747	13918077.1	9319173.807	7911282.113	21545824.53	8830226.881	16351841.13	7171708.528	11697139.98	10860151.94	10914975.94	5124272.997	14971023.15	13767842.04	12554837.61	14459245.74	6088427.787	7124647.645	12214609.9	14462341.71	6417597.725	10224082.27	6612819.298	15655003.33	12022949.84	7764525.476	10169484	13764622.07	12980586.6	16514372.55	21729634.05	13080857.18	8277407.386	10205409.66	312550.2882	12486785.37	2041740.14	439511.1827	12237985.13	11228761.08	17889984.42	11599591.57	19719184.81	17685694.8	12050155.78	11175597.15	25725321.64	6677263.088	8240863.724	5686177.793	57831041.44	1034273.34	8914407.448	11446969.05	9850889.389	10296781.04	10693964.72	25940177.39	10017402.2	4739650.342	11078477.19	13152819	10526204.33	19469716.13	16072803.02	13977888.74	10271081.85	724800.0799	12599607.02	10604495.2	7545614.148	8055073.991
CHEBI:66964	C21H30O2	[H][C@@]12CCC(C)=C[C@@]1([H])c1c(O)cc(CCCCC)cc1OC2(C)C	InChI=1S/C21H30O2/c1-5-6-7-8-15-12-18(22)20-16-11-14(2)9-10-17(16)21(3,4)23-19(20)13-15/h11-13,16-17,22H,5-10H2,1-4H3/t16-,17-/m1/s1	delta9-THC					6.67												675668.5174	727177.0441	1044592.29	1241785.86	2520323.573	2571331.275	239331.2543	1429086.31	2836815.613	4288596.891	1109555.448		1300259.867	3527036.258	4904501.055	3731472.298	5446312.596	901692.019	701635.4173	512965.0512	2711906.832	1079457.429	73017.58591	1305646.025	1242772.088	1350402.266	2352882.659	1058312.891	1299447.374	1637784.188	1950905.821	2262051.738	868505.7977	1633648.955	2443187.493	1878890.429	1243343.609	976224.8759	262672.6874	327667.1546	1133921.062	2223565.861	683847.0603	1315851.606	623693.9194	390675.7248	2256455.289	1759158.65	1015824.072	3988398.292	943186.5624	2346324.18	2568136.321	2239302.921	84548.81077	1626468.35	519013.5896	3222885.626	694096.5123	1977489.869	943786.6748	2960647.939	9085846.747	2049285.573	790607.9796	274030.4116	1622579.793	1806181.118	1452560.976	1173293.412	7362031.147	507129.1986	2139262.74	1068339.23	622161.8313	2464771.967	1134928.544	64304.01905	369560.7288	2445850.357	1436258.554	1694422.126	856964.3052	1245361.554	161420.612	1890145.255	739235.4329	1057410.589	2687903.041	2008573.735	3001190.199	4242093.253	2770335.821	1099449.844	487644.4007	1156421.399	1243784.575	870234.4575	606899.9511	729626.9931	2418689.346	1954523.516	1103096.51	270103.042	713306.7001	1453308.613	1691605.653	238390.9233	3213994.507	828114.6025	3023425.681	774110.7058	781595.3226	848027.3855	615043.7777	588316.2956	1161294.404	1673608.211	1292273.836	724252.9002	4552676.685	75522.65866	1390724.842	224814.327	87001.11565	3819641.824	1588042.337	1390997.012	3133487.801	1978096.048	2292833.521	3191328.924	800126.1441	1100762.739	625355.6602	1104297.059	674047.3778	4320736.63	199891.6995	2177234.673	1322100.342	356847.5392	762072.6347	1721222.647	2670507.814	2169319.953	930449.5866	2741512.27	3481000.913	1968564.232	4306165.336	9231458.598	2516251.101	1854260.66	183354.3855	2241061.941	1074845.216	4138010.653	1143211.748
CHEBI:167844	C19H17FN2O4S	C1CN(CCN1C2=COC3=CC=CC=C3C2=O)S(=O)(=O)C4=CC=C(C=C4)F	InChI=1S/C19H17FN2O4S/c20-14-5-7-15(8-6-14)27(24,25)22-11-9-21(10-12-22)17-13-26-18-4-2-1-3-16(18)19(17)23/h1-8,13H,9-12H2	3-{4-[(4-fluorophenyl)sulfonyl]piperazino}-4H-chromen-4-one					6.695												11829.95299	12789.22994	13912.21635	13226.14675	13229.00053	12293.20024	11179.65971	14112.10302	12829.03897	13135.90103	13509.9018		14257.08022	13894.55797	12971.28157	14287.09781	14414.87994	13323.206	13899.98262	11027.00385	12403.91072	1082646.295	11484.66794	12481.89929	11811.05939	12666.94088	13003.7397	12801.35645	12934.97576	12146.05703	10697.32555	11323.4597	13785.02581	12917.76016	12986.25435	12590.13841	12466.18511	14853.51933	13724.58864	13406.28247	11931.62587	12537.63258	13217.76488	12483.17747	13937.79623	11442.15522	12888.4482	12902.20538	12406.70809	12992.34858	11939.90457	12782.56093	13966.23284	12592.44297	12608.78408	12320.73734	11563.06276	12649.39516	12966.56212	13418.24033	11387.32491	14069.76063	12187.74003	11849.36901	10845.4306	12588.77346	12949.46702	11077.39952	13868.99226	12648.05437	13525.12193	15859.32963	13133.43043	13518.03953	12581.21057	14242.17385	13175.52552	12418.59652	11542.39278	11219.40772	12297.12195	13580.06036	14336.89981	12968.67423	17101.15508	12575.60744	12233.75039	13045.76147	12935.03593	11739.40105	12174.55012	11895.42049	13145.03201	13007.82744	10099.55583	12388.07096	12869.8923	12353.52851	12851.90521	13244.03001	16173.35035	11275.05219	11383.98332	14289.75861	12874.37198	12432.75918	14552.25314	11377.02003	13493.54786	12630.50121	11729.43425	12369.70364	13193.90522	12802.89135	11979.2135	12249.58354	12770.45511	16444.17208	12272.17695	12984.7001	12432.27351	14000.38808	14491.53427	13008.30821	12809.58147	11897.96438	13359.27824	13409.83431	12998.90454	14437.42918	13541.18203	12450.04402	15691.22359	13219.66189	12242.43093	14041.27376	12797.71199	29226.02133	14065.87585	13665.28386	12390.73166	11479.96238	12783.21481	12715.87844	14856.92158	12910.45679	13357.34208	13229.38197	13022.8867	11109.77762	13204.61792	12372.73108	12412.8435	13520.13663	10777.09913	12637.12139	11814.89584	12671.80825	12397.64222
CHEBI:28197	C15H10O4	Oc1ccc(cc1)-c1coc2cc(O)ccc2c1=O	InChI=1S/C15H10O4/c16-10-3-1-9(2-4-10)13-8-19-14-7-11(17)5-6-12(14)15(13)18/h1-8,16-17H	Daidzein					6.708												13738.27983	17208.89988	13784.00958	25353.70713	13142.56857	35207.36104	17753.53291	48054.52695	14503.97216	18647.51043	14370.72062		34811.49585	16282.66291	16709.91237	40535.11248	16761.50665	34393.61911	55129.65249	17638.81949	1104118.111	315055.0328	20440.08919	192375.3847	20575.75509	25214.60769	12857.49494	11480.24669	14307.57246	18396.52119	15317.13441	1705161.32	20134.91526	13885.46768	34390.13781	18668.57952	18304.17083	21784.91715	21926.23432	20994.9994	16933.23732	31453.46325	12895.86576	13564.56768	15580.30614	10969.60596	26892.204	12958.28368	19250.42296	13290.72464	40200.1129	18505.36566	17311.01159	14612.22073	12938.63787	24950.02668	50440.7571	14896.97036	14770.6056	18733.09159	44649.09172	16283.59178	22171.38939	14397.30957	26720.34267	11466.23224	16108.13178	147609.0187	16730.71661	14963.64828	12118.39775	19147.63938	50907.94946	15700.79788	18511.01444	25197.47094	13425.91206	26272.70182	14601.59625	19185.10394	19574.83592	12315.76194	18449.2493	16699.20906	23880.97321	22023.30482	37075.84161	15550.59885	17381.14824	21678.89593	18348.20151	10937.07775	13404.10525	10788.93999	12977.81742	28027.23842	17132.22896	18470.98854	16811.29394	12312.73059	25346.6263	12687.4209	12905.10797	70402.83624	12718.59313	21624.49465	17859.69168	23132.12491	13186.75247	14151.19476	17020.11457	17994.66116	18328.25379	42656.04522	12965.27249	12163.73805	14111.11866	15521.03262	24091.04034	103579.2552	14019.01577	49871.91758	15717.46067	14269.92301	24110.34416	17326.88217	23997.5742	71846.53779	63187.08004	77701.85072	22826.75961	29557.15525	56803.02894	26360.70675	23359.91856	17155.80209	20893.45809	285486.4863	33583.57662	20183.6064	17335.12501	42766.50181	23032.6642	19417.65222	23889.91477	17861.69548	12300.44931	29217.4709	22696.84963	17454.55095	16786.23395	49274.51156	21405.14733	16833.33854	220379.0409	41139.02343	122299.9221	16633.59159	31410.06188
CHEBI:28835	C25H36O8	[H][C@@]12CCC3=CC(=O)CC[C@]3(C)[C@@]1([H])CC[C@]1(C)[C@H](CC[C@@]21[H])O[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C(O)=O	InChI=1S/C25H36O8/c1-24-9-7-13(26)11-12(24)3-4-14-15-5-6-17(25(15,2)10-8-16(14)24)32-23-20(29)18(27)19(28)21(33-23)22(30)31/h11,14-21,23,27-29H,3-10H2,1-2H3,(H,30,31)/t14-,15-,16-,17-,18-,19-,20+,21-,23+,24-,25-/m0/s1	Epitestosterone glucuronide					6.708												751504.4716	254615.6341	591369.6111	970241.6201	1404404.243	1844048.144	735021.913	1928894.315	1198469.863	951747.6462	1172254.034		275363.795	2085167.076	1654470.007	1380777.526	3393699.818	181240.2462	1091786.131	1241553.389	1769824.225	1082901.076	132019.9371	1530872.121	674065.7112	517176.6759	339864.601	928677.5329	1248462.397	855128.7291	3984289.509	2690372.305	1286720.401	457140.0253	1138743.432	1259009.894	911231.638	852101.6349	76413.78833	284809.0701	596177.5962	274481.279	242033.8085	3989056.837	363982.8336	842381.5728	1055918.795	1281343.584	588821.2059	1210178.586	840309.0984	474044.8784	1067900.341	243327.2955	94202.6742	433625.3175	1982507.483	2267784.965	1763920.672	1025783.292	1686906.633	1143589.336	849995.1539	969175.7814	594884.6475	433749.2079	1001358.349	1002165.286	1133839.949	626134.5906	1450943.83	624690.6778	158421.5599	1182523.918	560485.4476	673459.4348	648010.1924	83755.64289	1673788.851	1098321.21	303526.7247	452543.9189	940855.9048	765834.5403	1482981.932	1577385.236	955359.0027	220308.8361	5153515.781	738677.3563	1466101.467	1896733.588	1509683.192	767855.9505	2019800.959	576553.45	691045.6227	563698.2638	540996.9168	1017492.686	1035941.797	1242001.567	547472.6678	1035392.861	353171.6175	949607.559	565327.5831	574093.4051	1499206.743	934697.597	1201601.894	858009.4765	375330.5507	721352.2183	591208.1119	736030.6085	1314140.843	1924660.5	1758629.335	1698125.591	1304268.941	69335.1806	460209.0235	78654.92274	164490.1542	767068.1936	701887.0557	1219363.748	1658872.876	1029440.868	557898.4606	806483.3449	414885.4933	630836.2201	422265.5399	2885741.207	1054852.803	13881895.65	83979.53547	1158844.697	744184.0564	256741.9536	767504.7564	794612.9929	3259696.625	1342208.288	661845.1668	1352959.858	1492050.599	756288.4103	2626686.937	1330940.046	1339541.538	1221233.912	222885.269	1194169.493	1604662.957	463238.4766	880031.8796
CHEBI:15929	C13H20O3	CC\C=C/C[C@@H]1[C@@H](CC(=O)OC)CCC1=O	InChI=1S/C13H20O3/c1-3-4-5-6-11-10(7-8-12(11)14)9-13(15)16-2/h4-5,10-11H,3,6-9H2,1-2H3/b5-4-/t10-,11-/m1/s1	Methyl jasmonate					6.75												878048.0275	4053656.665	971468.0868	1807718.454	774836.8744	894519.5392	1852710.969	1890544.895	2557368.292	4884561.704	1413487.5		1329387.031	1526569.406	1381781.09	1375897.335	1259930.253	1123947.06	1133209.984	1116524.573	5299333.295	1409942.035	4365554.036	890233.9072	3072336.594	1108365.342	1767073.07	1608652.488	1351358.593	1816880.983	5886403.734	1662964.391	1333597.698	1850470.086	1546577.153	1792494.212	2556887.575	1560628.351	1846388.393	1833166.33	8929094.072	4345815.61	1467090.161	1406804.855	1400776.69	2098606.774	2211069.571	1416160.671	6901125.723	1664392.745	1217569.193	1273557.397	1760492.465	2526633.125	1375580.175	5232656.326	2420017.125	1578664.903	1229430.187	2279836.865	4362616.382	936807.8139	979835.2551	1539300.984	1539708.85	1797209.56	1692702.364	2902494.336	3042899.464	1371649.025	1572207.537	2239985.858	1097479.379	3454735.276	1078466.743	1038950.767	1809491.112	4949003.456	1294381.592	4779513.242	7390214.826	2197052.79	1620250.704	1117626.238	3707911.073	2520527.25	899786.231	1767253.273	1030242.731	2353434.049	3550757.765	1160199.495	1351703.87	1306019.657	1136741.767	924770.6659	1727484.585	923379.8434	2453665.949	1587302.034	1604394.967	5039382.115	1723906.592	1786194.351	1014251.656	1668227.321	1980103.353	4037602.74	884339.0998	2141590.313	1474880.456	1162393.778	1154425.744	1393625.646	1668344.389	1394962.292	4592515.825	1587324.169	1875146.954	4894944.799	1339429.089	2600058.374	1353844.015	1477670.376	1505634.091	1919020.688	2592295.373	1258579.674	2392866.508	3250049.74	1811625.555	2122929.482	2274532.966	1459595.384	1788739.204	2937638.561	1748274.687	1448911.609	3800469.921	1461599.419	1407232.468	2321414.382	1412324.235	3501728.453	2550107.742	1274972.82	2213453.684	9591479.972	5509241.235	1348906.464	1222592.069	9551364.121	1103217.931	5889928.032	4764025.009	3504495.398	1704648.145	9814946.248	5084399.011
CHEBI:78668	C10H18O3	OCCCCCCC\C=C\C(O)=O	InChI=1S/C10H18O3/c11-9-7-5-3-1-2-4-6-8-10(12)13/h6,8,11H,1-5,7,9H2,(H,12,13)/b8-6+	10-HDA					6.76												59218394.56	89231557.98	43286166.86	67970974.63	52918560.65	53126006.91	49728706.09	90001182.05	54663860.28	58110240.98	68225964.62		68929707.76	62022585.05	44632091.54	48611039.56	82759297.27	52272294.66	52939703.31	99286438.64	33840076.08	47282973.66	59840319	6062653.477	104127074.8	45127452.41	92225207.06	64266673.94	35791845.5	65537157.99	66083541.39	52604656.84	58961751.31	67578250.19	70579658.6	32547930.22	77176002.3	97819205.53	36071620.29	51882115.26	42478003.97	35841835.22	60290018.57	39191094.4	59212779.59	30480160.35	65336583.1	70339996.11	69315559.09	58880237.31	68075790.87	98276648.58	53154617.17	73666137.09	75222222.63	48450690.69	58512319.38	61917083.04	18471643.91	85019879.56	64047852.77	50481260.49	48104133.15	50653234.67	64925733.83	89275009.35	64250417.51	64732340.55	42205182.78	44574333.28	74231762.86	49505879.56	58854967.61	43580239.94	61662789.77	29607543.94	31754246.35	26520627.2	61605879.37	69956685.94	61754000.73	59168996.9	47392996.07	58794120.9	51053667.69	41828017.48	58130593.81	49809197.37	15581025.3	55773562.39	52320139.23	71958521.26	42027050.25	49120028.85	32987317.84	66112356.43	64271303.2	63337009.66	42395909.47	50541124.14	86544155.23	37647497.02	68876202.01	111247102.7	57708307.95	89907407.9	64304998.79	55213064.02	63269794.75	55801335.51	31799690.32	62508772.45	60820905.29	51635842.37	70135359.64	57407066.97	66169547.52	48459031.99	71028301.04	36273119.18	36677681.34	109007381.2	32189181.25	48592205.71	31370197.06	74628257.2	71698339.92	68154593.02	82530562.95	82455091.84	79303272.62	84599704.54	101459047.3	79745946.33	84993215.11	42015073.07	37879423.49	31240805.37	40592550.76	48123448.03	41342408.35	47190945.81	74539902.32	72056965.02	60769328.41	34863399.6	43351459.57	32724214.64	53633606.36	42617389.9	52010064	64517683.29	79688078.38	78657603.75	25946625.97	64086165	53713765.3	66175380.63	48264803.93
CHEBI:86567	C9H10O2	COc1ccc(cc1)C(C)=O	InChI=1S/C9H10O2/c1-7(10)8-3-5-9(11-2)6-4-8/h3-6H,1-2H3	4'-methoxyacetophenone					6.804												45414587.07	37953665.96	29194244.19	50068088.65	37275854.87	35149549.04	46227348.23	47255216.45	15818852.75	37273014.45	43430566.36		74621639.03	34862916.5	30379423.69	29110240.42	17791149.59	33829645.48	20966611.63	69171620.15	16226325.36	14225764.09	60169726.38	10460375.97	22519563.3	69099405.05	48210111.45	40521677.09	37664446.54	32252060.8	24727031.7	6894572.759	30345247.34	14705192.31	38393037.82	25784010.52	30543821.26	19507348.08	29274085.53	20543200.3	20438709.71	10446541.46	57749465.23	12183330.77	20535656.93	34407883.52	1318860.094	29157758.42	35827255.02	40503215.2	34616331.27	38923630.12	29302083.95	57768990.55	47295690.3	29018290.65	8295430.308	26109981.63	38125201.36	43356213.85	28536108.97	30557043.58	22788576.49	40467053.7	18704011.07	53124678.19	24382571.15	30593148.75	20419376.37	27058869.44	36622423.05	15627847.29	6071680.291	19722416.55	71648288.68	31996200.65	18348329.65	11632812.37	43202337	99396341.25	22963011.02	27871421.19	25304651.16	46375163.41	17990364.15	23621964.57	19577774.5	52498635.36	33297776.4	21485720.85	56375851.99	46058100.47	19045109.3	37647654.26	31815663.37	40572867	53513109.98	45644511.66	22278409.51	5395832.533	35908891.28	27596745.71	53761504.32	10193568.67	40197529.82	40594427.08	21706726.66	53973981.01	55975292.95	29472455.32	18521480.7	16086474.32	27795522.1	60272425.59	19037338.93	32437241.5	72108985	33072415.68	25877762.37	1455270.433	27920244.53	21721707.39	35268770.09	22443187.57	28799752.29	32278577	19485420.83	36398003.07	1528469.031	1574878.377	28543301.78	27764805.48	40273678.47	11863978.17	23333584.75	12373924.03	21018536.15	3956416.692	25717427.03	20909264.27	18038961.77	6640241.248	34557599.54	22944472.81	31960948.45	32546590.41	46152629.33	44053018.76	25187682.92	41717104.76	41443347.76	26880263.56	27436162.33	48700506.07	4956273.628	55666530.43	25108719.38	37093513.07	23960367.03
CHEBI:42025	C12H25NO2	C(CCCCCCCCCCC(=O)O)N	InChI=1S/C12H25NO2/c13-11-9-7-5-3-1-2-4-6-8-10-12(14)15/h1-11,13H2,(H,14,15)	12-aminododecanoic acid					6.833												2823614.716	2309699.511	2836107.78	5406304.973	2355846.614	1965173.962	5434564.761	2972408.427	11488572.39	1987930.009	1399897.238		2990837.726	6611006.719	2039275.86	5965067.344	1723234.561	2953513.987	4724420.215	2487964.272	4123049.093	1393697.742	1637109.02	714848.3794	2632467.497	2604394.479	1645434.207	1697311.916	3539672.53	2545078.125	3182301.001	2417726.672	3356658.121	1902571.521	1860254.392	2160047.007	2240518.071	3189210.586	7841607.418	2898858.806	8741476.694	1671202.648	2690400.387	2686166.734	24884807.55	4409108.245	3249554.413	3193957.195	2247290.205	4717410.023	1710694.826	6434543.474	5374570.487	2931857.955	4512197.578	1817899.86	2919382.233	1721048.899	738083.6905	2254179.965	1696330.337	1713040.767	1875250.078	3282778.828	2355548.899	2362474.494	14493615.36	2377871.426	4656038.824	2418394.823	6388038.268	11189935.87	6376360.045	2028405.617	2761055.578	8900210.901	5751133.558	3351321.144	1680063.104	1715381.507	2736973.345	1883991.729	7832881.916	2493794.568	833647.2008	2972536.896	2086806.577	1788864.025	1834167.956	3786403.104	2399527.481	2454866.929	2133240.041	1637696.521	1508015.441	4103670.314	4932341.168	3196727.115	2864305.868	2174314.484	2166305.403	1504547.348	3468060.137	15054302.22	2749482.8	2295704.379	8196814.028	2465399.138	5355489.032	3334845.781	2076035.262	3040555.145	4759085.798	3139788.239	2685171.483	2021797.888	6622986.75	1836824.51	3817004.356	38222815.67	3373228.973	4978198.786	2541335.109	9280208.539	4786789.579	10992014.76	6326457.577	13160810.98	1729086.784	23754830.98	2203559.346	4297857.528	13588992.6	27039512.88	3022752.976	11799546.08	9549016.955	1504408.881	8013931.298	3520491.299	3823717.909	10117128.7	2429169.228	3740597.481	4031614.106	2877970.134	4971585.581	2101532.18	2835305.341	2324085.804	1935561.602	2445551.446	2874972.249	7597783.715	5402266.451	2165584.888	2554086.833	4568395.02	3376428.264
